Pair,Date,Minute,Rate
EURUSD,2020.10.05,16:41,1.17845
EURUSD,2020.10.05,16:42,1.17844
EURUSD,2020.10.05,16:43,1.17837
EURUSD,2020.10.05,16:44,1.17837
EURUSD,2020.10.05,16:45,1.17834
EURUSD,2020.10.05,16:46,1.17843
EURUSD,2020.10.05,16:47,1.17834
EURUSD,2020.10.05,16:48,1.17829
EURUSD,2020.10.05,16:49,1.17846
EURUSD,2020.10.05,16:50,1.17841
EURUSD,2020.10.05,16:51,1.1785
EURUSD,2020.10.05,16:52,1.1785
EURUSD,2020.10.05,16:53,1.17848
EURUSD,2020.10.05,16:54,1.17856
EURUSD,2020.10.05,16:55,1.17854
EURUSD,2020.10.05,16:56,1.17856
EURUSD,2020.10.05,16:57,1.17841
EURUSD,2020.10.05,16:58,1.17843
EURUSD,2020.10.05,16:59,1.17825
EURUSD,2020.10.05,17:00,1.17829
EURUSD,2020.10.05,17:03,1.17829
EURUSD,2020.10.05,17:04,1.1783
EURUSD,2020.10.05,17:06,1.17829
EURUSD,2020.10.05,17:09,1.17825
EURUSD,2020.10.05,17:10,1.17825
EURUSD,2020.10.05,17:11,1.1783
EURUSD,2020.10.05,17:12,1.17802
EURUSD,2020.10.05,17:13,1.17788
EURUSD,2020.10.05,17:14,1.17788
EURUSD,2020.10.05,17:15,1.17813
EURUSD,2020.10.05,17:16,1.17803
EURUSD,2020.10.05,17:17,1.17823
EURUSD,2020.10.05,17:18,1.17832
EURUSD,2020.10.05,17:19,1.17837
EURUSD,2020.10.05,17:20,1.17813
EURUSD,2020.10.05,17:21,1.17817
EURUSD,2020.10.05,17:23,1.17817
EURUSD,2020.10.05,17:25,1.17813
EURUSD,2020.10.05,17:26,1.17813
EURUSD,2020.10.05,17:27,1.17843
EURUSD,2020.10.05,17:28,1.17827
EURUSD,2020.10.05,17:29,1.17822
EURUSD,2020.10.05,17:30,1.1782
EURUSD,2020.10.05,17:31,1.17827
EURUSD,2020.10.05,17:32,1.17826
EURUSD,2020.10.05,17:33,1.17829
EURUSD,2020.10.05,17:34,1.17827
EURUSD,2020.10.05,17:35,1.1783
EURUSD,2020.10.05,17:36,1.17822
EURUSD,2020.10.05,17:37,1.17821
EURUSD,2020.10.05,17:41,1.17811
EURUSD,2020.10.05,17:42,1.17814
EURUSD,2020.10.05,17:43,1.17815
EURUSD,2020.10.05,17:49,1.17795
EURUSD,2020.10.05,17:54,1.17794
EURUSD,2020.10.05,17:59,1.17808
EURUSD,2020.10.05,18:00,1.17834
EURUSD,2020.10.05,18:01,1.17847
EURUSD,2020.10.05,18:02,1.17836
EURUSD,2020.10.05,18:03,1.17842
EURUSD,2020.10.05,18:04,1.17838
EURUSD,2020.10.05,18:05,1.17844
EURUSD,2020.10.05,18:06,1.17833
EURUSD,2020.10.05,18:07,1.17839
EURUSD,2020.10.05,18:08,1.17845
EURUSD,2020.10.05,18:09,1.17857
EURUSD,2020.10.05,18:10,1.17854
EURUSD,2020.10.05,18:11,1.17855
EURUSD,2020.10.05,18:12,1.17864
EURUSD,2020.10.05,18:13,1.17861
EURUSD,2020.10.05,18:14,1.17863
EURUSD,2020.10.05,18:15,1.17862
EURUSD,2020.10.05,18:16,1.17864
EURUSD,2020.10.05,18:17,1.17864
EURUSD,2020.10.05,18:18,1.17866
EURUSD,2020.10.05,18:19,1.17869
EURUSD,2020.10.05,18:20,1.17866
EURUSD,2020.10.05,18:21,1.17873
EURUSD,2020.10.05,18:22,1.17873
EURUSD,2020.10.05,18:23,1.17871
EURUSD,2020.10.05,18:24,1.17874
EURUSD,2020.10.05,18:25,1.17875
EURUSD,2020.10.05,18:26,1.17875
EURUSD,2020.10.05,18:27,1.17874
EURUSD,2020.10.05,18:28,1.17861
EURUSD,2020.10.05,18:29,1.17867
EURUSD,2020.10.05,18:30,1.17869
EURUSD,2020.10.05,18:31,1.17871
EURUSD,2020.10.05,18:32,1.17863
EURUSD,2020.10.05,18:33,1.17858
EURUSD,2020.10.05,18:34,1.1786
EURUSD,2020.10.05,18:35,1.17866
EURUSD,2020.10.05,18:36,1.17868
EURUSD,2020.10.05,18:37,1.17858
EURUSD,2020.10.05,18:38,1.17869
EURUSD,2020.10.05,18:39,1.1787
EURUSD,2020.10.05,18:40,1.17868
EURUSD,2020.10.05,18:41,1.17869
EURUSD,2020.10.05,18:42,1.17868
EURUSD,2020.10.05,18:43,1.17866
EURUSD,2020.10.05,18:44,1.17869
EURUSD,2020.10.05,18:45,1.17867
EURUSD,2020.10.05,18:46,1.17867
EURUSD,2020.10.05,18:47,1.17864
EURUSD,2020.10.05,18:48,1.17874
EURUSD,2020.10.05,18:49,1.17874
EURUSD,2020.10.05,18:50,1.17876
EURUSD,2020.10.05,18:51,1.1788
EURUSD,2020.10.05,18:52,1.17878
EURUSD,2020.10.05,18:53,1.17876
EURUSD,2020.10.05,18:54,1.17877
EURUSD,2020.10.05,18:55,1.17875
EURUSD,2020.10.05,18:56,1.17875
EURUSD,2020.10.05,18:57,1.17874
EURUSD,2020.10.05,18:58,1.17874
EURUSD,2020.10.05,18:59,1.17873
EURUSD,2020.10.05,19:00,1.17869
EURUSD,2020.10.05,19:01,1.1787
EURUSD,2020.10.05,19:02,1.1787
EURUSD,2020.10.05,19:03,1.17865
EURUSD,2020.10.05,19:04,1.17844
EURUSD,2020.10.05,19:05,1.17838
EURUSD,2020.10.05,19:06,1.17844
EURUSD,2020.10.05,19:07,1.17844
EURUSD,2020.10.05,19:08,1.17849
EURUSD,2020.10.05,19:09,1.17845
EURUSD,2020.10.05,19:10,1.17852
EURUSD,2020.10.05,19:11,1.17857
EURUSD,2020.10.05,19:12,1.17868
EURUSD,2020.10.05,19:13,1.17865
EURUSD,2020.10.05,19:14,1.17865
EURUSD,2020.10.05,19:15,1.17866
EURUSD,2020.10.05,19:16,1.17872
EURUSD,2020.10.05,19:17,1.17871
EURUSD,2020.10.05,19:18,1.1787
EURUSD,2020.10.05,19:19,1.17867
EURUSD,2020.10.05,19:20,1.17872
EURUSD,2020.10.05,19:21,1.17875
EURUSD,2020.10.05,19:22,1.17874
EURUSD,2020.10.05,19:23,1.17874
EURUSD,2020.10.05,19:24,1.1788
EURUSD,2020.10.05,19:25,1.17879
EURUSD,2020.10.05,19:26,1.1787
EURUSD,2020.10.05,19:27,1.17874
EURUSD,2020.10.05,19:28,1.17875
EURUSD,2020.10.05,19:29,1.1787
EURUSD,2020.10.05,19:30,1.17875
EURUSD,2020.10.05,19:31,1.17874
EURUSD,2020.10.05,19:32,1.17874
EURUSD,2020.10.05,19:33,1.17874
EURUSD,2020.10.05,19:34,1.17874
EURUSD,2020.10.05,19:35,1.17867
EURUSD,2020.10.05,19:36,1.17873
EURUSD,2020.10.05,19:37,1.17874
EURUSD,2020.10.05,19:38,1.17885
EURUSD,2020.10.05,19:39,1.17883
EURUSD,2020.10.05,19:40,1.17884
EURUSD,2020.10.05,19:41,1.17889
EURUSD,2020.10.05,19:42,1.17891
EURUSD,2020.10.05,19:43,1.17882
EURUSD,2020.10.05,19:44,1.17879
EURUSD,2020.10.05,19:45,1.17878
EURUSD,2020.10.05,19:46,1.17884
EURUSD,2020.10.05,19:47,1.17895
EURUSD,2020.10.05,19:48,1.1789
EURUSD,2020.10.05,19:49,1.17888
EURUSD,2020.10.05,19:50,1.17879
EURUSD,2020.10.05,19:51,1.17893
EURUSD,2020.10.05,19:52,1.17894
EURUSD,2020.10.05,19:53,1.17892
EURUSD,2020.10.05,19:54,1.1789
EURUSD,2020.10.05,19:55,1.1788
EURUSD,2020.10.05,19:56,1.17879
EURUSD,2020.10.05,19:57,1.179
EURUSD,2020.10.05,19:58,1.17899
EURUSD,2020.10.05,19:59,1.17891
EURUSD,2020.10.05,20:00,1.17899
EURUSD,2020.10.05,20:01,1.1791
EURUSD,2020.10.05,20:02,1.17915
EURUSD,2020.10.05,20:03,1.17905
EURUSD,2020.10.05,20:04,1.17904
EURUSD,2020.10.05,20:05,1.17896
EURUSD,2020.10.05,20:06,1.17893
EURUSD,2020.10.05,20:07,1.17895
EURUSD,2020.10.05,20:08,1.17892
EURUSD,2020.10.05,20:09,1.17901
EURUSD,2020.10.05,20:10,1.17909
EURUSD,2020.10.05,20:11,1.17913
EURUSD,2020.10.05,20:12,1.17915
EURUSD,2020.10.05,20:13,1.17914
EURUSD,2020.10.05,20:14,1.17909
EURUSD,2020.10.05,20:15,1.17914
EURUSD,2020.10.05,20:16,1.17924
EURUSD,2020.10.05,20:17,1.17924
EURUSD,2020.10.05,20:18,1.17917
EURUSD,2020.10.05,20:19,1.17905
EURUSD,2020.10.05,20:20,1.17914
EURUSD,2020.10.05,20:21,1.17914
EURUSD,2020.10.05,20:22,1.1792
EURUSD,2020.10.05,20:23,1.17919
EURUSD,2020.10.05,20:24,1.17924
EURUSD,2020.10.05,20:25,1.17914
EURUSD,2020.10.05,20:26,1.17911
EURUSD,2020.10.05,20:27,1.17913
EURUSD,2020.10.05,20:28,1.17911
EURUSD,2020.10.05,20:29,1.17909
EURUSD,2020.10.05,20:30,1.17915
EURUSD,2020.10.05,20:31,1.17906
EURUSD,2020.10.05,20:32,1.17906
EURUSD,2020.10.05,20:33,1.17905
EURUSD,2020.10.05,20:34,1.17894
EURUSD,2020.10.05,20:35,1.17902
EURUSD,2020.10.05,20:36,1.17903
EURUSD,2020.10.05,20:37,1.179
EURUSD,2020.10.05,20:38,1.17878
EURUSD,2020.10.05,20:39,1.17878
EURUSD,2020.10.05,20:40,1.1788
EURUSD,2020.10.05,20:41,1.17877
EURUSD,2020.10.05,20:42,1.17885
EURUSD,2020.10.05,20:43,1.17887
EURUSD,2020.10.05,20:44,1.17894
EURUSD,2020.10.05,20:45,1.17875
EURUSD,2020.10.05,20:46,1.17869
EURUSD,2020.10.05,20:47,1.1787
EURUSD,2020.10.05,20:48,1.17884
EURUSD,2020.10.05,20:49,1.17889
EURUSD,2020.10.05,20:50,1.17894
EURUSD,2020.10.05,20:51,1.17905
EURUSD,2020.10.05,20:52,1.179
EURUSD,2020.10.05,20:53,1.17899
EURUSD,2020.10.05,20:54,1.179
EURUSD,2020.10.05,20:55,1.17889
EURUSD,2020.10.05,20:56,1.17892
EURUSD,2020.10.05,20:57,1.17895
EURUSD,2020.10.05,20:58,1.17914
EURUSD,2020.10.05,20:59,1.17906
EURUSD,2020.10.05,21:00,1.17921
EURUSD,2020.10.05,21:01,1.17926
EURUSD,2020.10.05,21:02,1.17911
EURUSD,2020.10.05,21:03,1.17911
EURUSD,2020.10.05,21:04,1.17899
EURUSD,2020.10.05,21:05,1.17901
EURUSD,2020.10.05,21:06,1.17904
EURUSD,2020.10.05,21:07,1.17896
EURUSD,2020.10.05,21:08,1.17887
EURUSD,2020.10.05,21:09,1.17888
EURUSD,2020.10.05,21:10,1.17889
EURUSD,2020.10.05,21:11,1.17889
EURUSD,2020.10.05,21:12,1.17883
EURUSD,2020.10.05,21:13,1.17884
EURUSD,2020.10.05,21:14,1.17903
EURUSD,2020.10.05,21:15,1.17894
EURUSD,2020.10.05,21:16,1.17896
EURUSD,2020.10.05,21:17,1.17886
EURUSD,2020.10.05,21:18,1.17876
EURUSD,2020.10.05,21:19,1.17884
EURUSD,2020.10.05,21:20,1.17874
EURUSD,2020.10.05,21:21,1.17883
EURUSD,2020.10.05,21:22,1.17875
EURUSD,2020.10.05,21:23,1.17882
EURUSD,2020.10.05,21:24,1.17882
EURUSD,2020.10.05,21:25,1.17897
EURUSD,2020.10.05,21:26,1.17893
EURUSD,2020.10.05,21:27,1.1789
EURUSD,2020.10.05,21:28,1.17886
EURUSD,2020.10.05,21:29,1.1788
EURUSD,2020.10.05,21:30,1.1788
EURUSD,2020.10.05,21:31,1.17879
EURUSD,2020.10.05,21:32,1.17872
EURUSD,2020.10.05,21:33,1.17877
EURUSD,2020.10.05,21:34,1.17878
EURUSD,2020.10.05,21:35,1.17873
EURUSD,2020.10.05,21:36,1.17874
EURUSD,2020.10.05,21:37,1.17886
EURUSD,2020.10.05,21:38,1.17869
EURUSD,2020.10.05,21:39,1.17869
EURUSD,2020.10.05,21:40,1.17883
EURUSD,2020.10.05,21:41,1.1788
EURUSD,2020.10.05,21:42,1.17879
EURUSD,2020.10.05,21:43,1.17873
EURUSD,2020.10.05,21:44,1.17869
EURUSD,2020.10.05,21:45,1.17869
EURUSD,2020.10.05,21:46,1.17866
EURUSD,2020.10.05,21:47,1.17869
EURUSD,2020.10.05,21:48,1.17873
EURUSD,2020.10.05,21:49,1.17869
EURUSD,2020.10.05,21:50,1.17869
EURUSD,2020.10.05,21:51,1.17881
EURUSD,2020.10.05,21:52,1.17872
EURUSD,2020.10.05,21:53,1.17877
EURUSD,2020.10.05,21:54,1.17871
EURUSD,2020.10.05,21:55,1.17872
EURUSD,2020.10.05,21:56,1.17873
EURUSD,2020.10.05,21:57,1.17873
EURUSD,2020.10.05,21:58,1.17866
EURUSD,2020.10.05,21:59,1.17864
EURUSD,2020.10.05,22:00,1.17881
EURUSD,2020.10.05,22:01,1.17866
EURUSD,2020.10.05,22:02,1.1787
EURUSD,2020.10.05,22:03,1.17865
EURUSD,2020.10.05,22:04,1.1787
EURUSD,2020.10.05,22:05,1.17872
EURUSD,2020.10.05,22:06,1.17871
EURUSD,2020.10.05,22:07,1.17868
EURUSD,2020.10.05,22:08,1.17867
EURUSD,2020.10.05,22:09,1.17874
EURUSD,2020.10.05,22:10,1.17874
EURUSD,2020.10.05,22:11,1.17872
EURUSD,2020.10.05,22:12,1.17871
EURUSD,2020.10.05,22:13,1.1787
EURUSD,2020.10.05,22:14,1.17869
EURUSD,2020.10.05,22:15,1.1788
EURUSD,2020.10.05,22:16,1.17877
EURUSD,2020.10.05,22:17,1.17884
EURUSD,2020.10.05,22:18,1.17878
EURUSD,2020.10.05,22:19,1.17875
EURUSD,2020.10.05,22:20,1.17884
EURUSD,2020.10.05,22:21,1.1788
EURUSD,2020.10.05,22:22,1.17879
EURUSD,2020.10.05,22:23,1.1788
EURUSD,2020.10.05,22:24,1.17885
EURUSD,2020.10.05,22:25,1.17876
EURUSD,2020.10.05,22:26,1.17873
EURUSD,2020.10.05,22:27,1.17878
EURUSD,2020.10.05,22:28,1.1789
EURUSD,2020.10.05,22:29,1.17902
EURUSD,2020.10.05,22:30,1.17901
EURUSD,2020.10.05,22:31,1.179
EURUSD,2020.10.05,22:32,1.17899
EURUSD,2020.10.05,22:33,1.179
EURUSD,2020.10.05,22:34,1.17901
EURUSD,2020.10.05,22:35,1.179
EURUSD,2020.10.05,22:36,1.17901
EURUSD,2020.10.05,22:37,1.179
EURUSD,2020.10.05,22:38,1.17901
EURUSD,2020.10.05,22:39,1.17896
EURUSD,2020.10.05,22:40,1.17894
EURUSD,2020.10.05,22:41,1.17895
EURUSD,2020.10.05,22:42,1.17891
EURUSD,2020.10.05,22:43,1.17891
EURUSD,2020.10.05,22:44,1.1789
EURUSD,2020.10.05,22:45,1.17889
EURUSD,2020.10.05,22:46,1.17893
EURUSD,2020.10.05,22:47,1.17895
EURUSD,2020.10.05,22:48,1.17891
EURUSD,2020.10.05,22:49,1.17894
EURUSD,2020.10.05,22:50,1.17893
EURUSD,2020.10.05,22:51,1.17891
EURUSD,2020.10.05,22:52,1.1789
EURUSD,2020.10.05,22:53,1.17897
EURUSD,2020.10.05,22:54,1.17895
EURUSD,2020.10.05,22:55,1.1789
EURUSD,2020.10.05,22:56,1.17899
EURUSD,2020.10.05,22:57,1.17908
EURUSD,2020.10.05,22:58,1.17903
EURUSD,2020.10.05,22:59,1.1791
EURUSD,2020.10.05,23:00,1.17891
EURUSD,2020.10.05,23:01,1.1789
EURUSD,2020.10.05,23:02,1.17891
EURUSD,2020.10.05,23:03,1.1789
EURUSD,2020.10.05,23:04,1.17896
EURUSD,2020.10.05,23:05,1.17895
EURUSD,2020.10.05,23:06,1.17895
EURUSD,2020.10.05,23:07,1.1789
EURUSD,2020.10.05,23:08,1.1789
EURUSD,2020.10.05,23:09,1.17891
EURUSD,2020.10.05,23:10,1.17901
EURUSD,2020.10.05,23:11,1.17901
EURUSD,2020.10.05,23:12,1.17904
EURUSD,2020.10.05,23:13,1.17899
EURUSD,2020.10.05,23:14,1.17901
EURUSD,2020.10.05,23:15,1.17904
EURUSD,2020.10.05,23:16,1.17914
EURUSD,2020.10.05,23:17,1.1791
EURUSD,2020.10.05,23:18,1.17909
EURUSD,2020.10.05,23:19,1.17913
EURUSD,2020.10.05,23:20,1.17912
EURUSD,2020.10.05,23:21,1.17911
EURUSD,2020.10.05,23:22,1.17906
EURUSD,2020.10.05,23:23,1.1791
EURUSD,2020.10.05,23:24,1.17903
EURUSD,2020.10.05,23:25,1.17907
EURUSD,2020.10.05,23:26,1.17904
EURUSD,2020.10.05,23:27,1.17903
EURUSD,2020.10.05,23:28,1.17904
EURUSD,2020.10.05,23:29,1.17905
EURUSD,2020.10.05,23:30,1.17946
EURUSD,2020.10.05,23:31,1.17946
EURUSD,2020.10.05,23:32,1.17966
EURUSD,2020.10.05,23:33,1.17973
EURUSD,2020.10.05,23:34,1.17955
EURUSD,2020.10.05,23:35,1.1795
EURUSD,2020.10.05,23:36,1.17947
EURUSD,2020.10.05,23:37,1.17929
EURUSD,2020.10.05,23:38,1.1792
EURUSD,2020.10.05,23:39,1.1793
EURUSD,2020.10.05,23:40,1.17928
EURUSD,2020.10.05,23:41,1.1792
EURUSD,2020.10.05,23:42,1.17926
EURUSD,2020.10.05,23:43,1.17924
EURUSD,2020.10.05,23:44,1.17924
EURUSD,2020.10.05,23:45,1.1793
EURUSD,2020.10.05,23:46,1.17919
EURUSD,2020.10.05,23:47,1.17908
EURUSD,2020.10.05,23:48,1.17906
EURUSD,2020.10.05,23:49,1.17906
EURUSD,2020.10.05,23:50,1.17902
EURUSD,2020.10.05,23:51,1.17908
EURUSD,2020.10.05,23:52,1.17901
EURUSD,2020.10.05,23:53,1.17896
EURUSD,2020.10.05,23:54,1.179
EURUSD,2020.10.05,23:55,1.17901
EURUSD,2020.10.05,23:56,1.17901
EURUSD,2020.10.05,23:57,1.17903
EURUSD,2020.10.05,23:58,1.17911
EURUSD,2020.10.05,23:59,1.17922
EURUSD,2020.10.06,0:00,1.17894
EURUSD,2020.10.06,0:01,1.17904
EURUSD,2020.10.06,0:02,1.17896
EURUSD,2020.10.06,0:03,1.17895
EURUSD,2020.10.06,0:04,1.179
EURUSD,2020.10.06,0:05,1.17897
EURUSD,2020.10.06,0:06,1.17896
EURUSD,2020.10.06,0:07,1.17904
EURUSD,2020.10.06,0:08,1.17899
EURUSD,2020.10.06,0:09,1.17904
EURUSD,2020.10.06,0:10,1.17898
EURUSD,2020.10.06,0:11,1.17897
EURUSD,2020.10.06,0:12,1.17896
EURUSD,2020.10.06,0:13,1.17901
EURUSD,2020.10.06,0:14,1.17897
EURUSD,2020.10.06,0:15,1.17901
EURUSD,2020.10.06,0:16,1.179
EURUSD,2020.10.06,0:17,1.17897
EURUSD,2020.10.06,0:18,1.17906
EURUSD,2020.10.06,0:19,1.17915
EURUSD,2020.10.06,0:20,1.17906
EURUSD,2020.10.06,0:21,1.1791
EURUSD,2020.10.06,0:22,1.1791
EURUSD,2020.10.06,0:23,1.17909
EURUSD,2020.10.06,0:24,1.17907
EURUSD,2020.10.06,0:25,1.17907
EURUSD,2020.10.06,0:26,1.17911
EURUSD,2020.10.06,0:27,1.17912
EURUSD,2020.10.06,0:28,1.1792
EURUSD,2020.10.06,0:29,1.17921
EURUSD,2020.10.06,0:30,1.17935
EURUSD,2020.10.06,0:31,1.17932
EURUSD,2020.10.06,0:32,1.17936
EURUSD,2020.10.06,0:33,1.17936
EURUSD,2020.10.06,0:34,1.17931
EURUSD,2020.10.06,0:35,1.1793
EURUSD,2020.10.06,0:36,1.17926
EURUSD,2020.10.06,0:37,1.17926
EURUSD,2020.10.06,0:38,1.1793
EURUSD,2020.10.06,0:39,1.1792
EURUSD,2020.10.06,0:40,1.17925
EURUSD,2020.10.06,0:41,1.17923
EURUSD,2020.10.06,0:42,1.17921
EURUSD,2020.10.06,0:43,1.17921
EURUSD,2020.10.06,0:44,1.1792
EURUSD,2020.10.06,0:45,1.17917
EURUSD,2020.10.06,0:46,1.17915
EURUSD,2020.10.06,0:47,1.17915
EURUSD,2020.10.06,0:48,1.17918
EURUSD,2020.10.06,0:49,1.17917
EURUSD,2020.10.06,0:50,1.17916
EURUSD,2020.10.06,0:51,1.17916
EURUSD,2020.10.06,0:52,1.17924
EURUSD,2020.10.06,0:53,1.17924
EURUSD,2020.10.06,0:54,1.17922
EURUSD,2020.10.06,0:55,1.17924
EURUSD,2020.10.06,0:56,1.17897
EURUSD,2020.10.06,0:57,1.17891
EURUSD,2020.10.06,0:58,1.1789
EURUSD,2020.10.06,0:59,1.17885
EURUSD,2020.10.06,1:00,1.17886
EURUSD,2020.10.06,1:01,1.17888
EURUSD,2020.10.06,1:02,1.17898
EURUSD,2020.10.06,1:03,1.17897
EURUSD,2020.10.06,1:04,1.17903
EURUSD,2020.10.06,1:05,1.17909
EURUSD,2020.10.06,1:06,1.17906
EURUSD,2020.10.06,1:07,1.17892
EURUSD,2020.10.06,1:08,1.17882
EURUSD,2020.10.06,1:09,1.17887
EURUSD,2020.10.06,1:10,1.17886
EURUSD,2020.10.06,1:11,1.17885
EURUSD,2020.10.06,1:12,1.17886
EURUSD,2020.10.06,1:13,1.17883
EURUSD,2020.10.06,1:14,1.1788
EURUSD,2020.10.06,1:15,1.17888
EURUSD,2020.10.06,1:16,1.17886
EURUSD,2020.10.06,1:17,1.17893
EURUSD,2020.10.06,1:18,1.17898
EURUSD,2020.10.06,1:19,1.17897
EURUSD,2020.10.06,1:20,1.17911
EURUSD,2020.10.06,1:21,1.17901
EURUSD,2020.10.06,1:22,1.179
EURUSD,2020.10.06,1:23,1.17904
EURUSD,2020.10.06,1:24,1.17913
EURUSD,2020.10.06,1:25,1.17916
EURUSD,2020.10.06,1:26,1.17904
EURUSD,2020.10.06,1:27,1.17896
EURUSD,2020.10.06,1:28,1.17894
EURUSD,2020.10.06,1:29,1.17892
EURUSD,2020.10.06,1:30,1.17893
EURUSD,2020.10.06,1:31,1.17902
EURUSD,2020.10.06,1:32,1.17893
EURUSD,2020.10.06,1:33,1.17893
EURUSD,2020.10.06,1:34,1.17893
EURUSD,2020.10.06,1:35,1.17895
EURUSD,2020.10.06,1:36,1.17901
EURUSD,2020.10.06,1:37,1.17892
EURUSD,2020.10.06,1:38,1.17893
EURUSD,2020.10.06,1:39,1.17896
EURUSD,2020.10.06,1:40,1.17889
EURUSD,2020.10.06,1:41,1.17887
EURUSD,2020.10.06,1:42,1.17886
EURUSD,2020.10.06,1:43,1.17885
EURUSD,2020.10.06,1:44,1.17881
EURUSD,2020.10.06,1:45,1.17885
EURUSD,2020.10.06,1:46,1.17884
EURUSD,2020.10.06,1:47,1.17872
EURUSD,2020.10.06,1:48,1.1787
EURUSD,2020.10.06,1:49,1.1787
EURUSD,2020.10.06,1:50,1.1787
EURUSD,2020.10.06,1:51,1.1787
EURUSD,2020.10.06,1:52,1.1786
EURUSD,2020.10.06,1:53,1.17864
EURUSD,2020.10.06,1:54,1.17865
EURUSD,2020.10.06,1:55,1.17861
EURUSD,2020.10.06,1:56,1.1786
EURUSD,2020.10.06,1:57,1.17865
EURUSD,2020.10.06,1:58,1.17863
EURUSD,2020.10.06,1:59,1.17859
EURUSD,2020.10.06,2:00,1.17867
EURUSD,2020.10.06,2:01,1.17871
EURUSD,2020.10.06,2:02,1.17896
EURUSD,2020.10.06,2:03,1.17882
EURUSD,2020.10.06,2:04,1.17877
EURUSD,2020.10.06,2:05,1.1787
EURUSD,2020.10.06,2:06,1.17854
EURUSD,2020.10.06,2:07,1.17855
EURUSD,2020.10.06,2:08,1.17856
EURUSD,2020.10.06,2:09,1.17825
EURUSD,2020.10.06,2:10,1.17812
EURUSD,2020.10.06,2:11,1.17825
EURUSD,2020.10.06,2:12,1.17824
EURUSD,2020.10.06,2:13,1.17834
EURUSD,2020.10.06,2:14,1.17835
EURUSD,2020.10.06,2:15,1.1783
EURUSD,2020.10.06,2:16,1.1784
EURUSD,2020.10.06,2:17,1.17841
EURUSD,2020.10.06,2:18,1.1784
EURUSD,2020.10.06,2:19,1.17846
EURUSD,2020.10.06,2:20,1.17854
EURUSD,2020.10.06,2:21,1.17851
EURUSD,2020.10.06,2:22,1.17852
EURUSD,2020.10.06,2:23,1.17857
EURUSD,2020.10.06,2:24,1.17868
EURUSD,2020.10.06,2:25,1.17846
EURUSD,2020.10.06,2:26,1.17832
EURUSD,2020.10.06,2:27,1.17815
EURUSD,2020.10.06,2:28,1.1782
EURUSD,2020.10.06,2:29,1.17825
EURUSD,2020.10.06,2:30,1.17837
EURUSD,2020.10.06,2:31,1.1784
EURUSD,2020.10.06,2:32,1.17825
EURUSD,2020.10.06,2:33,1.1782
EURUSD,2020.10.06,2:34,1.17809
EURUSD,2020.10.06,2:35,1.178
EURUSD,2020.10.06,2:36,1.17795
EURUSD,2020.10.06,2:37,1.17774
EURUSD,2020.10.06,2:38,1.1779
EURUSD,2020.10.06,2:39,1.17782
EURUSD,2020.10.06,2:40,1.17783
EURUSD,2020.10.06,2:41,1.17786
EURUSD,2020.10.06,2:42,1.1778
EURUSD,2020.10.06,2:43,1.17787
EURUSD,2020.10.06,2:44,1.17786
EURUSD,2020.10.06,2:45,1.17808
EURUSD,2020.10.06,2:46,1.17823
EURUSD,2020.10.06,2:47,1.17825
EURUSD,2020.10.06,2:48,1.17832
EURUSD,2020.10.06,2:49,1.17822
EURUSD,2020.10.06,2:50,1.17821
EURUSD,2020.10.06,2:51,1.17827
EURUSD,2020.10.06,2:52,1.17827
EURUSD,2020.10.06,2:53,1.17813
EURUSD,2020.10.06,2:54,1.17817
EURUSD,2020.10.06,2:55,1.17825
EURUSD,2020.10.06,2:56,1.17832
EURUSD,2020.10.06,2:57,1.17837
EURUSD,2020.10.06,2:58,1.17843
EURUSD,2020.10.06,2:59,1.1785
EURUSD,2020.10.06,3:00,1.17817
EURUSD,2020.10.06,3:01,1.17825
EURUSD,2020.10.06,3:02,1.17839
EURUSD,2020.10.06,3:03,1.17876
EURUSD,2020.10.06,3:04,1.17888
EURUSD,2020.10.06,3:05,1.17935
EURUSD,2020.10.06,3:06,1.17963
EURUSD,2020.10.06,3:07,1.17979
EURUSD,2020.10.06,3:08,1.17992
EURUSD,2020.10.06,3:09,1.17965
EURUSD,2020.10.06,3:10,1.17962
EURUSD,2020.10.06,3:11,1.17935
EURUSD,2020.10.06,3:12,1.17906
EURUSD,2020.10.06,3:13,1.17921
EURUSD,2020.10.06,3:14,1.17923
EURUSD,2020.10.06,3:15,1.17872
EURUSD,2020.10.06,3:16,1.17862
EURUSD,2020.10.06,3:17,1.17868
EURUSD,2020.10.06,3:18,1.17857
EURUSD,2020.10.06,3:19,1.17872
EURUSD,2020.10.06,3:20,1.17876
EURUSD,2020.10.06,3:21,1.17868
EURUSD,2020.10.06,3:22,1.17875
EURUSD,2020.10.06,3:23,1.17867
EURUSD,2020.10.06,3:24,1.17861
EURUSD,2020.10.06,3:25,1.17883
EURUSD,2020.10.06,3:26,1.1788
EURUSD,2020.10.06,3:27,1.17888
EURUSD,2020.10.06,3:28,1.17884
EURUSD,2020.10.06,3:29,1.17837
EURUSD,2020.10.06,3:30,1.17839
EURUSD,2020.10.06,3:31,1.17831
EURUSD,2020.10.06,3:32,1.17828
EURUSD,2020.10.06,3:33,1.17853
EURUSD,2020.10.06,3:34,1.17871
EURUSD,2020.10.06,3:35,1.17849
EURUSD,2020.10.06,3:36,1.17825
EURUSD,2020.10.06,3:37,1.17815
EURUSD,2020.10.06,3:38,1.17826
EURUSD,2020.10.06,3:39,1.17784
